error_code,amount,retry_count,gateway_health,time_since_failure,customer_history,previous_attempt_result,recovered
E01,2572.73,2,0.536,586,0.232,1,1
E01,7577.44,0,0.58,2482,0.657,0,1
E03,4181.45,1,0.742,780,0.596,1,0
E03,5649.12,0,0.566,2268,0.45,1,0
E02,9454.2,1,0.96,541,0.657,0,1
E01,558.09,2,0.588,142,0.846,1,1
E99,4551.84,1,0.969,1604,0.163,0,0
E01,3676.61,1,0.878,2131,0.686,0,0
E03,1153.85,0,0.913,558,0.436,0,0
E99,9512.86,1,0.811,2825,0.683,1,1
E02,9618.45,1,0.684,2343,0.873,1,0
E99,3183.73,2,0.626,2881,0.664,0,0
E01,9472.49,2,0.641,1306,0.2,1,1
E03,448.22,0,0.361,2373,0.441,0,0
E01,9810.87,1,0.372,3470,0.566,1,0
E02,8375.73,1,0.227,656,0.169,0,0
E01,2221.87,1,0.796,2939,0.655,1,1
E01,6035.52,1,0.3,2264,0.72,0,1
E01,8003.16,2,0.666,2607,0.767,0,0
E01,3261.06,0,0.31,2253,0.163,0,0
E02,3602.14,0,0.253,2479,0.713,0,1
E02,6326.83,0,0.627,2807,0.394,1,1
E01,1556.23,2,0.898,143,0.249,1,1
E99,1270.29,0,0.485,115,0.543,0,1
E99,2573.07,0,0.935,302,0.588,1,1
E01,7438.47,1,0.208,3346,0.479,0,0
E02,3729.33,2,0.573,1556,0.84,1,1
E03,5122.85,2,0.317,3568,0.196,0,1
E03,2034.96,2,0.453,3293,0.433,0,0
E02,2021.65,2,0.219,1242,0.301,1,0
E03,6539.47,2,0.228,339,0.096,0,0
E01,1172.91,2,0.77,3034,0.369,0,0
E01,6711.62,0,0.724,1513,0.725,0,0
E03,4066.95,1,0.367,1073,0.542,1,1
E03,6745.58,1,0.921,2858,0.444,1,1
E03,3879.12,1,0.75,1735,0.496,0,0
E01,8475.92,2,0.469,1151,0.344,0,1
E01,650.01,2,0.526,1427,0.165,1,0
E01,8943.64,1,0.434,3345,0.605,1,1
E01,2759.75,0,0.864,1089,0.816,1,1
E01,521.17,1,0.595,3364,0.792,1,1
E02,5667.8,0,0.308,2121,0.269,0,0
E02,2321.11,1,0.361,206,0.458,1,1
E03,4646.11,0,0.437,407,0.569,0,0
E02,8042.91,0,0.523,2219,0.804,0,0
E01,7936.31,0,0.674,493,0.235,0,1
E03,6043.82,1,0.971,524,0.174,0,0
E01,9780.93,0,0.41,1666,0.926,0,1
E99,4691.14,0,0.463,1588,0.187,0,1
E01,489.95,0,0.219,3388,0.98,1,1
E02,8212.31,1,0.498,3232,0.613,0,1
E99,2290.81,1,0.74,3347,0.519,1,0
E02,1844.76,1,0.97,265,0.228,0,1
E03,793.1,1,0.792,2893,0.859,0,0
E03,3346.21,0,0.294,3374,0.212,0,0
E01,3328.97,2,0.912,2202,0.427,1,0
E03,3097.44,0,0.871,3580,0.095,1,0
E99,5972.61,0,0.351,2890,0.071,0,0
E99,7540.27,2,0.947,2413,0.736,1,1
E02,9383.89,1,0.771,1461,0.245,1,1
E01,1031.1,1,0.826,1283,0.615,1,1
E03,1588.78,1,0.567,1422,0.73,1,0
E02,5939.44,1,0.361,904,0.512,0,0
E01,1071.54,2,0.839,2083,0.667,0,0
E01,3770.57,2,0.582,1557,0.277,1,0
E01,6283.07,0,0.974,1071,0.819,1,1
E02,7827.4,1,0.323,648,0.244,0,0
E01,2254.23,2,0.484,1858,0.605,1,1
E01,6713.06,1,0.788,73,0.836,1,1
E01,6494.11,1,0.658,1345,0.796,0,1
E99,8610.2,1,0.547,226,0.098,1,0
E01,3206.1,1,0.761,1208,0.395,0,0
E01,7525.91,0,0.787,2389,0.851,0,1
E02,7544.8,2,0.662,2296,0.85,1,0
E01,2468.03,1,0.455,75,0.648,0,0
E99,6249.46,1,0.695,2549,0.152,1,0
E99,6784.1,0,0.636,1085,0.43,0,0
E02,2816.84,2,0.838,1713,0.953,1,1
E02,4572.82,2,0.723,2435,0.15,0,0
E02,4414.2,2,0.597,131,0.803,1,0
E01,7757.74,1,0.215,630,0.443,0,0
E01,106.84,1,0.334,595,0.75,1,0
E01,5060.16,0,0.469,1196,0.101,0,0
E01,1924.97,0,0.681,58,0.06,0,0
E02,6503.74,1,0.834,114,0.333,1,0
E01,6835.65,0,0.968,1844,0.868,0,1
E01,5061.15,0,0.68,405,0.689,0,0
E02,5466.09,2,0.783,1568,0.625,0,1
E02,3219.08,1,0.697,814,0.988,0,1
E01,3201.89,2,0.544,3583,0.376,0,0
E01,7476.66,2,0.688,455,0.849,1,0
E01,1404.14,0,0.521,1729,0.153,1,0
E01,7737.88,2,0.563,1699,0.21,1,0
E03,6584.63,1,0.929,2659,0.499,1,0
E99,8856.3,2,0.651,457,0.952,0,0
E02,2675.43,0,0.28,3471,0.711,1,1
E02,5111.17,1,0.619,1099,0.156,1,1
E03,486.0,1,0.963,126,0.948,1,1
E03,9133.82,1,0.28,2605,0.77,0,0
E01,6786.38,1,0.977,1952,0.742,1,0
E01,6266.46,0,0.99,2354,0.568,1,1
E02,7353.62,0,0.649,3281,0.42,1,1
E02,2914.86,1,0.466,1379,0.153,1,0
E01,6078.22,1,0.207,3268,0.633,0,1
E01,8029.13,1,0.212,3351,0.17,0,0
E01,993.92,1,0.51,1972,0.605,0,0
E01,9592.29,0,0.826,2834,0.557,0,1
E02,8929.68,2,0.954,122,0.611,1,0
E03,9633.89,0,0.324,2186,0.827,1,0
E02,8102.65,2,0.59,290,0.437,0,0
E01,3013.68,0,0.601,1572,0.46,1,0
E01,5857.4,2,0.504,2699,0.106,0,0
E03,1289.61,0,0.632,217,0.32,1,1
E02,7566.25,2,0.94,1463,0.126,1,0
E01,1621.03,0,0.551,1486,0.183,0,1
E01,8681.56,1,0.31,858,0.451,1,1
E03,2481.51,1,0.732,1963,0.433,0,1
E03,1688.08,0,0.225,2909,0.93,1,0
E99,801.95,1,0.952,3567,0.162,1,0
E03,7142.51,0,0.952,3262,0.19,0,1
E02,1943.42,1,0.274,3425,0.756,0,0
E02,2056.91,1,0.641,733,0.071,0,0
E01,1780.0,0,0.838,404,0.662,0,1
E03,3127.37,2,0.572,658,0.753,1,0
E02,9417.99,1,0.583,3525,0.641,0,0
E01,4917.55,2,0.976,787,0.321,1,0
E99,2682.69,2,0.384,2716,0.147,0,0
E02,1786.87,0,0.621,1461,0.985,0,1
E01,287.12,0,0.292,2455,0.858,0,1
E01,3713.43,2,0.442,2711,0.737,1,0
E99,1189.61,0,0.881,3252,0.226,1,1
E99,367.42,0,0.773,313,0.455,1,1
E02,1119.5,1,0.69,1170,0.717,0,0
E99,3253.36,2,0.291,426,0.145,1,0
E99,7533.55,0,0.881,1438,0.95,0,1
E03,763.16,1,0.438,1314,0.948,1,0
E99,6818.87,1,0.628,3135,0.191,1,0
E02,6243.37,1,0.387,2532,0.235,0,0
E03,8831.7,1,0.617,375,0.392,1,0
E02,1921.47,0,0.65,1604,0.474,1,1
E03,7963.25,1,0.472,2553,0.464,1,0
E01,8662.17,0,0.605,2667,0.697,1,0
E03,9767.19,2,0.525,2915,0.492,1,0
E99,8104.64,0,0.758,809,0.223,1,0
E01,1325.31,2,0.635,3186,0.295,0,0
E99,9476.58,0,0.902,3252,0.437,0,0
E02,8168.42,1,0.24,789,0.538,1,0
E01,2202.02,0,0.221,2376,0.918,1,1
E01,1735.45,1,0.351,2445,0.14,1,0
E03,9370.5,2,0.295,3166,0.806,1,0
E02,1641.42,2,0.621,309,0.342,0,0
E01,7793.32,2,0.36,837,0.733,0,1
E03,4112.07,1,0.213,3099,0.293,1,0
E01,7265.67,1,0.426,129,0.412,1,1
E02,1009.33,2,0.607,1734,0.467,1,1
E99,7278.08,2,0.771,1057,0.756,0,0
E03,5167.92,2,0.551,2247,0.206,1,0
E03,9013.75,0,0.97,1704,0.376,1,0
E02,1965.14,0,0.36,3065,0.547,1,1
E99,1182.63,0,0.611,279,0.668,1,1
E01,2042.58,0,0.403,1822,0.122,1,0
E01,877.9,2,0.845,1867,0.139,1,0
E01,9803.49,0,0.35,1831,0.725,0,1
E02,1316.28,2,0.969,279,0.394,0,0
E03,2088.42,2,0.773,1673,0.206,1,0
E03,8115.89,1,0.645,3170,0.297,0,0
E01,2542.87,0,0.626,2162,0.612,0,0
E01,2300.7,0,0.49,393,0.946,1,1
E03,6755.87,2,0.217,2582,0.738,1,0
E99,4047.78,2,0.932,3343,0.799,1,0
E01,8371.24,1,0.836,2898,0.622,0,1
E01,6418.87,1,0.308,337,0.399,0,0
E01,2953.33,2,0.298,108,0.954,0,0
E02,6019.44,2,0.446,635,0.126,1,1
E01,8677.97,2,0.811,1253,0.81,1,0
E01,3708.38,0,0.603,3330,0.293,1,1
E03,7391.06,0,0.723,1557,0.621,0,0
E01,4216.75,1,0.205,3492,0.973,0,1
E02,5476.43,1,0.939,356,0.842,1,1
E01,7363.63,1,0.333,2741,0.849,1,1
E99,699.22,1,0.455,2706,0.824,0,0
E02,4604.0,2,0.958,3454,0.477,0,0
E01,1042.61,2,0.786,1882,0.419,1,1
E01,7277.55,2,0.609,2180,0.537,0,0
E03,6117.28,2,0.89,7,0.318,1,0
E99,3336.6,1,0.249,3173,0.499,0,0
E01,855.19,1,0.261,2273,0.169,1,0
E01,9265.44,1,0.324,2523,0.889,1,1
E01,3218.54,2,0.412,1221,0.742,0,0
E03,2826.23,2,0.767,280,0.108,0,0
E99,1099.95,1,0.626,2616,0.67,1,0
E02,5815.8,2,0.541,2638,0.763,0,0
E01,2729.97,0,0.826,647,0.86,0,1
E03,8444.25,1,0.454,2968,0.359,1,0
E03,6859.39,2,0.268,5,0.643,1,1
E01,138.76,2,0.517,2350,0.31,0,1
E01,5700.18,1,0.813,313,0.848,1,1
E02,2395.16,0,0.579,2707,0.873,1,0
E03,252.13,2,0.982,1585,0.122,0,1
E03,6231.73,2,0.885,1179,0.318,0,0
E03,2128.65,1,0.833,2693,0.147,0,0
E03,9006.39,2,0.819,2892,0.425,1,0
E01,5776.47,1,0.665,2174,0.055,0,1
E01,2170.93,1,0.921,2640,0.786,0,1
E01,9793.36,0,0.672,54,0.456,1,1
E99,5509.77,1,0.498,2957,0.552,1,0
E02,1738.17,1,0.357,2130,0.748,0,1
E01,5220.7,1,0.85,566,0.72,1,1
E01,9597.56,0,0.497,1736,0.346,0,1
E03,4299.68,1,0.833,2257,0.786,1,1
E03,4310.92,2,0.986,2867,0.652,0,1
E03,4665.15,2,0.519,1865,0.255,1,0
E01,2873.03,0,0.473,924,0.077,1,1
E99,1701.66,1,0.336,916,0.761,0,0
E03,5831.38,0,0.58,2588,0.206,1,0
E03,8952.58,2,0.723,3104,0.156,1,0
E03,7383.72,1,0.45,2274,0.445,0,0
E99,1052.26,2,0.589,2876,0.916,1,1
E99,4068.4,1,0.63,2243,0.725,0,0
E02,152.43,0,0.42,1769,0.8,1,1
E02,3148.61,1,0.219,1460,0.304,0,0
E02,6726.83,1,0.372,1761,0.835,0,1
E03,2973.32,2,0.843,47,0.44,1,1
E03,8421.53,2,0.422,2083,0.971,0,0
E01,4826.1,2,0.211,676,0.586,1,0
E01,6724.76,2,0.54,3240,0.62,0,0
E99,8850.27,1,0.746,3039,0.91,1,1
E99,6859.82,1,0.802,1779,0.941,1,0
E99,8983.53,1,0.531,2221,0.067,1,0
E02,8099.85,1,0.657,136,0.269,0,0
E03,5713.94,0,0.796,2081,0.627,0,0
E03,3042.61,2,0.911,3060,0.053,1,0
E01,3051.61,1,0.712,1892,0.348,0,1
E01,8765.78,1,0.753,3098,0.235,1,0
E99,633.45,2,0.279,277,0.542,1,0
E01,9420.22,1,0.536,3509,0.611,1,0
E02,3337.89,1,0.911,1252,0.228,1,1
E03,7414.82,1,0.329,98,0.554,1,0
E03,3367.29,2,0.448,2229,0.423,0,0
E01,9537.68,0,0.742,2212,0.982,0,1
E03,461.09,0,0.922,452,0.111,0,0
E01,3597.86,0,0.247,1249,0.84,0,0
E03,8687.86,2,0.896,3315,0.99,0,0
E01,2813.16,0,0.376,681,0.559,0,0
E03,2828.63,2,0.889,262,0.69,1,0
E03,8997.64,2,0.911,2958,0.17,1,0
E01,8322.76,2,0.82,2447,0.38,1,0
E01,1147.13,0,0.939,1796,0.221,1,1
E03,5843.78,1,0.969,1085,0.598,0,0
E01,2311.61,1,0.94,3136,0.936,1,1
E01,2229.87,0,0.611,3109,0.078,1,1
E02,6192.5,0,0.571,3,0.515,1,1
E99,1326.28,2,0.284,2976,0.73,1,0
E02,4750.81,1,0.373,1702,0.455,0,1
E02,2632.64,1,0.722,1200,0.557,0,1
E99,8553.83,2,0.302,1254,0.476,1,0
E02,5589.49,1,0.954,1664,0.612,0,0
E02,2229.58,2,0.382,2065,0.114,0,0
E02,9272.01,0,0.27,3452,0.564,0,0
E01,8246.68,0,0.388,91,0.531,0,0
E01,2726.39,0,0.239,2188,0.221,1,0
E03,9614.4,1,0.333,237,0.553,1,0
E01,2750.62,2,0.67,22,0.485,0,0
E03,2997.17,1,0.431,1091,0.608,1,0
E01,3921.04,0,0.841,2798,0.58,1,1
E02,1731.57,0,0.524,1244,0.43,0,0
E01,6901.46,1,0.771,1301,0.784,1,0
E02,5617.64,0,0.767,3249,0.386,1,0
E03,8955.18,0,0.309,993,0.496,1,0
E02,2484.66,0,0.245,2764,0.451,1,0
E01,1785.29,1,0.874,2995,0.507,1,0
E01,3650.37,2,0.761,2332,0.802,0,0
E03,1546.48,2,0.34,3483,0.717,0,0
E01,9466.9,0,0.744,3541,0.09,1,1
E03,7202.72,2,0.464,224,0.515,1,0
E01,7982.3,1,0.245,613,0.167,0,0
E01,7505.63,1,0.383,1405,0.736,1,1
E03,2503.91,2,0.805,2398,0.977,1,1
E02,1492.5,0,0.513,1007,0.632,0,1
E01,4351.39,1,0.636,2294,0.407,0,0
E99,8307.29,0,0.309,3232,0.118,0,0
E01,3372.1,1,0.274,23,0.363,1,0
E02,194.67,0,0.391,3123,0.544,0,0
E02,6634.6,0,0.578,1750,0.878,0,1
E02,2080.62,1,0.878,3244,0.532,1,1
E03,5474.07,0,0.811,2449,0.975,1,0
E01,247.31,2,0.328,154,0.397,0,0
E99,5137.61,0,0.257,3248,0.05,0,0
E03,3996.72,0,0.38,181,0.641,1,0
E99,8816.08,1,0.882,901,0.256,1,0
E03,7245.96,1,0.613,1985,0.279,1,1
E99,456.68,1,0.846,3254,0.066,0,0
E03,7916.27,2,0.496,601,0.55,0,0
E02,7933.15,1,0.672,1937,0.283,1,1
E02,6667.75,1,0.676,406,0.985,0,1
E03,9300.04,2,0.701,1223,0.836,0,0
E02,8052.21,1,0.576,938,0.728,0,1
E03,2267.1,0,0.391,1540,0.383,0,0
E01,3877.3,1,0.543,2554,0.117,0,1
E03,3564.24,2,0.98,2594,0.679,1,1
E01,5098.59,0,0.418,2418,0.071,1,1
E99,9541.76,2,0.78,99,0.465,0,0
E01,6194.42,1,0.956,2826,0.1,0,1
E01,3198.1,0,0.653,2328,0.576,1,1
E03,9421.03,1,0.591,226,0.576,0,1
E03,7032.69,1,0.297,3408,0.549,1,0
E03,2734.2,2,0.803,2759,0.722,0,0
E99,9074.48,0,0.929,2490,0.264,1,1
E01,3507.71,0,0.985,1766,0.278,0,1
E03,5210.49,0,0.361,2861,0.441,0,0
E02,4844.31,1,0.936,1127,0.711,1,1
E02,9243.95,2,0.496,2609,0.16,1,1
E02,2730.07,2,0.695,2197,0.883,0,0
E01,3399.74,1,0.379,2197,0.287,0,0
E02,6635.59,1,0.399,2878,0.17,1,0
E03,8877.5,1,0.695,624,0.613,1,0
E01,1237.35,0,0.588,374,0.309,1,1
E99,2177.85,1,0.972,1999,0.434,1,1
E02,9485.54,2,0.412,2906,0.107,1,0
E01,7795.24,1,0.902,913,0.487,1,1
E03,3526.09,0,0.568,2050,0.335,0,1
E01,3640.58,0,0.308,3445,0.21,1,0
E01,4748.39,2,0.391,2232,0.413,0,1
E03,6770.62,2,0.805,284,0.774,0,1
E01,5654.31,0,0.861,3164,0.768,0,1
E01,7783.59,1,0.232,3513,0.389,1,0
E03,636.25,2,0.528,2556,0.966,0,0
E01,8208.5,0,0.595,2198,0.168,0,1
E03,674.71,0,0.692,2101,0.853,1,1
E03,8821.64,1,0.72,2244,0.97,0,1
E01,528.22,1,0.864,1210,0.589,1,1
E02,1365.54,1,0.419,2321,0.107,0,0
E01,1883.83,2,0.29,1837,0.916,1,0
E03,2308.2,2,0.349,2851,0.461,1,0
E01,4077.44,1,0.949,3011,0.212,1,1
E99,6589.27,0,0.637,2555,0.888,1,1
E01,8936.77,0,0.375,3584,0.451,0,0
E03,5292.58,0,0.829,1615,0.519,0,0
E01,5371.65,0,0.67,2722,0.587,0,0
E01,3261.12,1,0.494,1234,0.902,0,1
E02,8026.74,0,0.215,2844,0.524,1,1
E02,1193.81,1,0.826,963,0.885,1,0
E99,3080.92,0,0.774,2518,0.21,0,0
E01,1060.12,2,0.41,52,0.63,0,0
E01,2220.39,1,0.412,2761,0.544,0,1
E02,5907.32,2,0.417,1046,0.356,0,0
E02,1347.01,1,0.736,876,0.25,1,0
E99,1096.12,0,0.435,1203,0.116,0,0
E99,8276.52,2,0.448,1526,0.296,0,1
E99,1271.16,0,0.501,462,0.69,1,1
E01,6119.73,2,0.984,2002,0.312,1,1
E02,3584.91,2,0.568,446,0.734,1,0
E03,8974.03,2,0.502,1978,0.873,0,0
E01,7104.75,1,0.576,1328,0.703,0,1
E03,688.36,1,0.775,2150,0.807,1,1
E01,8965.13,1,0.907,545,0.589,1,1
E01,4197.6,1,0.993,3504,0.94,0,0
E99,3052.45,2,0.589,54,0.767,0,0
E01,6760.54,1,0.568,3079,0.353,1,0
E99,7207.94,0,0.464,1267,0.73,1,0
E01,3102.18,1,0.823,2980,0.682,0,0
E01,3581.4,2,0.724,2147,0.756,0,1
E01,1647.67,0,0.491,2989,0.35,0,1
E01,5975.09,1,0.615,1998,0.529,1,0
E02,9573.4,2,0.365,2856,0.878,1,0
E01,4224.58,0,0.755,2360,0.967,1,1
E03,9962.44,2,0.402,2445,0.388,1,0
E99,1846.5,2,0.48,2057,0.508,0,0
E02,7981.38,0,0.254,924,0.361,0,0
E01,9288.27,2,0.376,3056,0.725,0,0
E02,6911.74,1,0.356,3080,0.086,0,1
E03,1182.33,0,0.788,2603,0.947,1,1
E02,3332.76,0,0.756,1007,0.566,1,0
E01,948.09,0,0.631,1467,0.305,1,1
E02,6057.31,1,0.51,2609,0.085,1,0
E02,9981.67,0,0.912,673,0.577,0,1
E01,3810.07,1,0.907,400,0.601,1,1
E01,1713.16,2,0.682,1450,0.704,0,1
E99,2759.54,2,0.726,1970,0.544,0,0
E01,5750.94,2,0.837,3217,0.535,0,0
E01,5732.72,1,0.778,1148,0.336,0,0
E01,2375.23,2,0.38,779,0.232,1,0
E02,7531.98,1,0.603,2536,0.286,1,1
E02,971.32,0,0.322,3150,0.402,0,0
E01,6268.1,2,0.848,3079,0.777,1,0
E02,4314.42,0,0.723,2277,0.161,0,1
E03,1359.03,2,0.983,56,0.655,0,0
E01,6380.41,1,0.309,2350,0.086,1,1
E99,6763.19,2,0.608,412,0.091,0,0
E01,4456.2,0,0.779,2835,0.307,0,0
E01,8000.13,1,0.894,3331,0.386,0,1
E99,5142.23,1,0.883,2199,0.228,1,1
E03,2928.97,1,0.362,862,0.883,1,0
E01,9540.65,1,0.986,1075,0.336,1,0
E03,9446.04,1,0.985,2631,0.49,1,0
E02,1046.65,2,0.975,2736,0.984,1,1
E01,9466.2,2,0.691,2925,0.289,1,1
E03,7777.28,0,0.866,366,0.632,0,1
E03,1155.78,2,0.261,2666,0.752,1,0
E01,5241.32,1,0.404,3457,0.305,1,1
E03,446.02,1,0.274,116,0.104,1,0
E02,5929.68,0,0.604,1552,0.794,0,1
E01,9338.56,2,0.972,2647,0.322,1,0
E99,3745.28,2,0.719,1905,0.352,1,0
E02,5135.39,0,0.569,3461,0.44,0,0
E02,2352.85,2,0.834,2434,0.087,0,0
E02,5455.37,0,0.64,1328,0.85,0,1
E02,8045.49,2,0.566,2239,0.862,1,1
E01,2231.06,0,0.703,2557,0.869,1,1
E99,5579.52,1,0.609,2813,0.222,1,1
E03,3610.97,0,0.713,996,0.968,1,1
E03,7503.93,2,0.842,3297,0.672,1,1
E02,7050.18,1,0.57,3590,0.607,0,0
E01,7018.02,2,0.532,777,0.729,0,1
E01,3840.25,1,0.647,750,0.761,0,1
E02,6032.87,0,0.924,1385,0.441,0,1
E01,6545.74,2,0.538,1100,0.599,1,0
E03,6840.06,0,0.878,671,0.6,1,0
E99,5795.04,1,0.694,605,0.057,0,0
E01,8681.37,0,0.21,2555,0.059,1,0
E01,2563.11,0,0.581,3438,0.492,1,1
E03,652.49,1,0.368,345,0.575,1,0
E01,9628.78,2,0.32,2057,0.715,1,0
E99,701.26,0,0.388,1007,0.758,0,0
E02,9039.26,0,0.77,889,0.601,1,0
E01,6161.62,2,0.702,2059,0.317,1,0
E01,9195.53,0,0.629,485,0.632,1,1
E99,5693.04,0,0.596,300,0.294,0,0
E01,8227.99,2,0.511,3149,0.819,0,0
E03,7240.77,1,0.909,1606,0.448,0,0
E01,5298.61,0,0.946,226,0.891,0,1
E01,3696.9,2,0.812,3155,0.17,1,0
E99,128.3,1,0.431,2316,0.713,0,0
E01,2583.96,2,0.931,2658,0.454,1,1
E01,9522.49,1,0.855,2196,0.17,0,1
E02,2827.07,1,0.299,1706,0.575,0,0
E99,7543.34,1,0.473,2778,0.249,1,0
E01,5134.13,1,0.462,1241,0.325,0,1
E01,3154.29,1,0.784,2454,0.479,1,1
E99,9911.83,0,0.619,3176,0.392,0,0
E03,565.05,2,0.414,3011,0.415,1,0
E99,5862.56,2,0.385,1996,0.423,1,0
E03,4669.03,1,0.566,137,0.066,1,1
E03,857.61,2,0.733,56,0.395,1,1
E02,2219.55,1,0.607,1549,0.42,1,0
E01,6973.0,2,0.409,2386,0.607,1,1
E03,1172.45,2,0.696,292,0.502,1,0
E03,8030.15,2,0.999,1479,0.212,1,1
E99,6288.1,0,0.341,1459,0.603,0,0
E02,1098.49,0,0.623,1652,0.083,0,1
E01,2939.46,1,0.501,2019,0.363,0,1
E02,1458.06,2,0.375,1005,0.633,1,1
E03,7996.25,0,0.9,2137,0.637,0,1
E02,5376.3,0,0.966,1630,0.22,0,0
E03,128.02,0,0.48,3329,0.369,1,0
E02,5474.75,1,0.478,1169,0.48,0,1
E01,4879.76,2,0.273,3318,0.437,1,0
E02,6466.46,1,0.694,3463,0.694,0,0
E03,444.96,2,0.221,1115,0.746,1,1
E99,450.72,0,0.597,1467,0.088,1,1
E02,3558.74,0,0.322,2516,0.751,0,0
E02,6916.53,2,0.738,1651,0.876,1,1
E02,6698.93,1,0.943,2566,0.909,1,1
E02,2854.81,0,0.271,933,0.103,1,1
E01,2239.07,0,0.822,3445,0.881,1,1
E99,6862.94,2,0.864,2513,0.204,0,0
E99,368.42,2,0.341,303,0.368,0,0
E02,5612.15,2,0.938,876,0.409,0,0
E02,4298.58,1,0.697,2222,0.331,1,0
E01,2466.96,2,0.628,1055,0.327,1,1
E02,5250.95,2,0.737,1466,0.209,1,1
E02,2249.96,1,0.43,2327,0.669,0,0
E03,5686.78,0,0.22,1251,0.596,0,1
E01,1574.84,2,0.554,3254,0.627,1,1
E03,4116.36,1,0.795,2223,0.54,1,1
E01,5153.22,1,0.935,1510,0.258,0,1
E03,413.84,2,0.544,1007,0.601,1,0
E03,6146.1,0,0.411,1065,0.665,0,1
E01,7528.12,2,0.305,130,0.099,0,0
E02,9565.13,0,0.948,311,0.978,1,1
E03,2110.95,0,0.385,2800,0.595,0,0
E03,2166.08,1,0.929,2767,0.65,0,0
E01,3117.83,1,0.347,313,0.586,0,1
E02,8918.56,0,0.215,1989,0.699,0,0
E01,4127.89,2,0.379,1182,0.667,1,0
E03,3087.76,1,0.594,2511,0.801,1,1
E03,7437.69,2,0.479,2142,0.202,0,0
E01,476.1,2,0.926,2878,0.204,1,0
E03,5533.26,1,0.636,2245,0.256,0,0
E03,4556.88,1,0.294,720,0.956,0,0
E03,6286.1,1,0.7,2398,0.386,1,0
E01,7337.89,2,0.511,3005,0.347,1,1
E01,3317.39,2,0.743,3580,0.266,0,0
E02,6400.53,0,0.829,2533,0.503,0,0
E01,5290.85,1,0.988,1445,0.901,0,1
E02,1426.28,0,0.661,1833,0.684,0,1
E01,8829.09,0,0.493,495,0.226,1,0
E01,7570.44,2,0.547,2293,0.837,1,0
E03,9224.38,1,0.522,497,0.939,1,0
E01,7232.01,2,0.56,937,0.72,0,0
E03,2523.58,2,0.224,1837,0.608,1,1
E01,4362.21,0,0.398,1723,0.681,1,1
E02,3930.0,1,0.99,1382,0.742,0,1
E02,454.64,0,0.942,2330,0.858,0,1
E03,4164.43,0,0.239,3287,0.669,0,0
E03,3521.14,0,0.984,3322,0.55,1,0
E02,138.85,1,0.834,1839,0.222,1,1
E03,8486.52,0,0.202,1986,0.402,1,0
E01,1524.36,1,0.931,1627,0.13,1,1
E02,5059.43,0,0.968,3229,0.735,1,1
E01,7868.31,2,0.703,3104,0.983,1,1
E02,6084.37,2,0.831,196,0.14,1,1
E01,1776.58,1,0.466,2866,0.464,0,1
E99,6220.29,0,0.658,108,0.708,1,0
E02,7600.21,2,0.785,2570,0.078,1,1
E02,8562.17,1,0.649,1219,0.463,1,0
E02,3254.67,1,0.444,1898,0.797,1,1
E01,435.82,0,0.719,2818,0.326,0,0
E01,6118.69,0,0.871,845,0.67,1,1
E99,2335.11,1,0.869,479,0.621,1,0
E03,7830.86,1,0.306,2043,0.708,0,1
E01,6830.83,2,0.556,3016,0.276,1,0
E03,7754.55,0,0.231,417,0.208,0,1
E02,9678.56,0,0.706,1395,0.066,0,1
E01,5887.02,2,0.394,1932,0.502,0,0
E02,9052.7,2,0.944,819,0.226,0,0
E01,6454.74,2,0.695,3065,0.662,1,1
E01,1899.27,0,0.52,2154,0.566,0,0
E03,8013.15,0,0.785,1854,0.834,1,1
E01,6967.62,2,0.366,500,0.804,0,0
E99,9781.6,1,0.273,247,0.39,0,0
E03,2509.98,1,0.27,596,0.328,0,0
E03,3397.94,2,0.666,113,0.127,1,1
E03,8232.76,0,0.911,1925,0.761,1,1
E99,722.61,0,0.378,3097,0.516,1,0
E02,6368.68,2,0.808,2729,0.366,1,0
E02,5401.21,2,0.23,808,0.711,0,0
E02,1771.34,1,0.483,706,0.308,0,1
E99,1734.7,0,0.723,1892,0.499,1,1
E01,8120.96,0,0.861,2799,0.46,1,1
E02,252.91,0,0.955,2796,0.304,0,1
E03,7493.73,1,0.706,1879,0.793,1,0
E02,7353.41,1,0.57,912,0.715,1,1
E99,6531.83,1,0.249,1739,0.538,0,0
E02,4154.22,0,0.421,2655,0.7,1,0
E01,380.37,2,0.938,3166,0.134,1,0
E02,8037.59,2,0.666,271,0.454,1,1
E02,1344.5,0,0.474,2787,0.614,0,0
E01,2879.8,2,0.399,2695,0.42,0,0
E01,9473.15,1,0.291,768,0.721,1,1
E01,3088.42,2,0.801,231,0.541,0,1
E03,2625.88,0,0.53,1112,0.41,1,0
E99,9736.37,2,0.949,998,0.44,0,0
E02,950.73,2,0.564,408,0.723,0,0
E01,1690.83,2,0.855,924,0.112,0,1
E02,4439.34,2,0.304,704,0.838,1,1
E99,7897.96,2,0.321,3209,0.104,1,1
E03,8855.15,2,0.419,310,0.175,1,0
E01,7580.79,2,0.353,1924,0.812,1,0
E01,9764.13,1,0.981,1175,0.402,0,1
E99,266.78,2,0.847,3035,0.482,0,0
E99,6233.11,2,0.479,1708,0.4,1,0
E01,1251.83,1,0.616,2096,0.137,1,0
E03,9112.59,1,0.627,1426,0.622,0,0
E01,9359.54,1,0.686,2905,0.698,0,0
E01,3099.98,1,0.283,2404,0.229,0,0
